timestamp,accX,accY,accZ
1394136052,-0.88,-0.42,0.05
1394137991,-0.89,-0.44,0.12
1394139991,-0.89,-0.44,0.12
1394141989,-0.89,-0.44,0.12
1394143991,-0.89,-0.44,0.12
1394145990,-0.89,-0.44,0.12
1394147990,-0.91,-0.42,0.06
1394150108,-0.91,-0.42,0.06
1394151996,-0.91,-0.42,0.06
1394153986,-0.91,-0.42,0.06
1394155991,-0.91,-0.42,0.06
1394157989,-0.89,-0.40,0.04
1394159987,-0.89,-0.40,0.04
1394161986,-0.89,-0.40,0.04
1394163990,-0.89,-0.40,0.04
1394165990,-0.89,-0.40,0.04
1394167991,-0.91,-0.41,0.04
1394169987,-0.91,-0.41,0.04
1394171990,-0.91,-0.41,0.04
1394173987,-0.91,-0.41,0.04
1394176147,-0.91,-0.41,0.04
1394178030,-0.92,-0.41,0.01
1394180044,-0.92,-0.41,0.01
1394182019,-0.92,-0.41,0.01
1394184010,-0.92,-0.41,0.01
1394186014,-0.92,-0.41,0.01
1394188007,-0.88,-0.47,0.03
1394190012,-0.88,-0.47,0.03
1394191990,-0.88,-0.47,0.03
1394193995,-0.88,-0.47,0.03
1394195995,-0.88,-0.47,0.03
1394197990,-0.90,-0.46,0.05
1394200104,-0.90,-0.46,0.05
1394201998,-0.90,-0.46,0.05
1394203986,-0.90,-0.46,0.05
1394205991,-0.90,-0.46,0.05
1394207989,-0.90,-0.46,0.05
1394209987,-0.91,-0.44,0.02
1394212035,-0.91,-0.44,0.02
1394213994,-0.91,-0.44,0.02
1394216024,-0.91,-0.44,0.02
1394218006,-0.91,-0.44,0.02
1394220008,-0.86,-0.48,0.04
1394222007,-0.86,-0.48,0.04
1394224006,-0.86,-0.48,0.04
1394226165,-0.86,-0.48,0.04
1394228014,-0.86,-0.48,0.04
1394230014,-0.89,-0.48,0.05
1394231991,-0.89,-0.48,0.05
1394233990,-0.89,-0.48,0.05
1394235992,-0.89,-0.48,0.05
1394237990,-0.89,-0.48,0.05
