timestamp,accX,accY,accZ
1930382054,-0.85,-0.55,-0.03
1930383991,-0.85,-0.55,-0.03
1930385993,-0.85,-0.54,-0.03
1930387995,-0.85,-0.54,-0.03
1930389991,-0.85,-0.54,-0.03
1930391990,-0.85,-0.54,-0.03
1930393991,-0.85,-0.54,-0.03
1930395997,-0.85,-0.54,-0.04
1930397994,-0.85,-0.54,-0.04
1930400012,-0.85,-0.54,-0.04
1930402111,-0.85,-0.54,-0.04
1930403987,-0.85,-0.54,-0.04
1930405987,-0.85,-0.54,-0.04
1930407991,-0.84,-0.54,-0.02
1930409990,-0.84,-0.54,-0.02
1930411995,-0.84,-0.54,-0.02
1930413991,-0.84,-0.54,-0.02
1930415986,-0.84,-0.54,-0.02
1930417991,-0.84,-0.53,-0.02
1930419992,-0.84,-0.53,-0.02
1930422066,-0.84,-0.53,-0.02
1930424034,-0.84,-0.53,-0.02
1930426117,-0.84,-0.53,-0.02
1930428016,-0.85,-0.53,-0.02
1930430014,-0.85,-0.53,-0.02
1930432012,-0.85,-0.53,-0.02
1930434011,-0.85,-0.53,-0.02
1930436009,-0.85,-0.53,-0.02
1930437986,-0.84,-0.53,-0.04
1930439991,-0.84,-0.53,-0.04
1930441990,-0.84,-0.53,-0.04
1930443983,-0.84,-0.53,-0.04
1930445991,-0.84,-0.53,-0.04
1930447987,-0.84,-0.53,-0.02
1930449989,-0.84,-0.53,-0.02
1930452086,-0.84,-0.53,-0.02
1930453990,-0.84,-0.53,-0.02
1930455987,-0.84,-0.53,-0.02
1930457987,-0.84,-0.53,-0.03
1930459990,-0.84,-0.53,-0.03
1930462015,-0.84,-0.53,-0.03
1930464017,-0.84,-0.53,-0.03
1930466010,-0.84,-0.53,-0.03
1930468018,-0.85,-0.53,-0.02
1930470013,-0.85,-0.53,-0.02
1930472016,-0.85,-0.53,-0.02
1930474007,-0.85,-0.53,-0.02
1930476093,-0.85,-0.53,-0.02
1930477997,-0.85,-0.53,-0.02
1930479991,-0.85,-0.53,-0.02
1930482037,-0.85,-0.53,-0.02
1930483992,-0.85,-0.53,-0.02
1930485993,-0.85,-0.53,-0.02
1930487995,-0.84,-0.53,-0.02
1930490068,-0.84,-0.53,-0.02
1930491996,-0.84,-0.53,-0.02
1930494003,-0.84,-0.53,-0.02
1930495999,-0.84,-0.53,-0.02
1930497992,-0.85,-0.52,-0.01
1930500014,-0.85,-0.52,-0.01
1930502138,-0.85,-0.52,-0.01
1930504016,-0.85,-0.52,-0.01
1930506016,-0.85,-0.52,-0.01
1930508025,-0.85,-0.53,-0.02
1930510049,-0.85,-0.53,-0.02
1930512015,-0.85,-0.53,-0.02
1930514016,-0.85,-0.53,-0.02
1930516078,-0.85,-0.53,-0.02
1930518046,-0.85,-0.52,-0.02
1930520017,-0.85,-0.52,-0.02
1930521991,-0.85,-0.52,-0.02
1930523991,-0.85,-0.52,-0.02
1930526108,-0.85,-0.52,-0.02
1930527995,-0.85,-0.52,-0.01
1930529986,-0.85,-0.52,-0.01
1930531991,-0.85,-0.52,-0.01
1930533987,-0.85,-0.52,-0.01
1930535991,-0.85,-0.52,-0.01
1930537990,-0.86,-0.52,-0.01
1930539987,-0.86,-0.52,-0.01
1930542018,-0.86,-0.52,-0.01
1930544014,-0.86,-0.52,-0.01
1930546015,-0.86,-0.52,-0.01
1930548012,-0.85,-0.52,-0.02
1930550017,-0.85,-0.52,-0.02
1930552113,-0.85,-0.52,-0.02
1930554014,-0.85,-0.52,-0.02
1930555991,-0.85,-0.52,-0.02
1930557991,-0.85,-0.52,-0.01
1930559993,-0.85,-0.52,-0.01
1930561989,-0.85,-0.52,-0.01
1930563987,-0.85,-0.52,-0.01
1930565987,-0.85,-0.52,-0.01
1930567991,-0.86,-0.52,-0.01
1930569987,-0.86,-0.52,-0.01
1930571987,-0.86,-0.52,-0.01
1930573987,-0.86,-0.52,-0.01
1930576091,-0.86,-0.52,-0.01
1930577995,-0.86,-0.52,-0.01
1930579992,-0.86,-0.52,-0.01
1930582023,-0.86,-0.52,-0.01
1930584067,-0.86,-0.52,-0.01
1930586037,-0.86,-0.52,-0.01
1930588025,-0.86,-0.52,-0.01
1930590013,-0.85,-0.52,-0.00
1930592016,-0.85,-0.52,-0.00
1930594016,-0.85,-0.52,-0.00
1930596017,-0.85,-0.52,-0.00
1930598016,-0.85,-0.52,-0.00
1930600022,-0.86,-0.52,-0.01
1930602109,-0.86,-0.52,-0.01
1930603989,-0.86,-0.52,-0.01
1930605991,-0.86,-0.52,-0.01
1930607986,-0.86,-0.52,-0.01
1930609987,-0.85,-0.52,-0.01
1930611990,-0.85,-0.52,-0.01
1930613991,-0.85,-0.52,-0.01
1930615990,-0.85,-0.52,-0.01
1930617989,-0.85,-0.52,-0.01
1930619991,-0.84,-0.52,-0.01
1930622114,-0.84,-0.52,-0.01
1930624010,-0.84,-0.52,-0.01
1930626109,-0.84,-0.52,-0.01
1930628019,-0.84,-0.52,-0.01
1930630016,-0.85,-0.53,-0.02
1930632017,-0.85,-0.53,-0.02
1930634011,-0.85,-0.53,-0.02
1930635987,-0.85,-0.53,-0.02
1930637986,-0.85,-0.53,-0.02
1930639986,-0.85,-0.53,-0.02
1930641985,-0.85,-0.53,-0.02
1930643987,-0.85,-0.53,-0.02
1930645983,-0.85,-0.53,-0.02
1930647990,-0.85,-0.53,-0.02
1930649990,-0.85,-0.52,-0.02
1930652083,-0.85,-0.52,-0.02
1930653985,-0.85,-0.52,-0.02
1930655986,-0.85,-0.52,-0.02
1930657987,-0.85,-0.52,-0.02
1930659990,-0.85,-0.52,-0.02
1930662024,-0.85,-0.52,-0.02
