timestamp,accX,accY,accZ
2184642049,-0.85,-0.54,-0.03
2184643992,-0.85,-0.54,-0.03
2184645990,-0.85,-0.54,-0.03
2184647986,-0.85,-0.53,-0.02
2184649990,-0.85,-0.53,-0.02
2184652104,-0.85,-0.53,-0.02
2184653986,-0.85,-0.53,-0.02
2184655986,-0.85,-0.53,-0.02
2184657987,-0.85,-0.52,-0.02
2184660012,-0.85,-0.52,-0.02
2184661987,-0.85,-0.52,-0.02
2184663991,-0.85,-0.52,-0.02
2184665987,-0.85,-0.52,-0.02
2184667985,-0.84,-0.53,-0.02
2184669987,-0.84,-0.53,-0.02
2184671986,-0.84,-0.53,-0.02
2184673992,-0.84,-0.53,-0.02
2184676085,-0.84,-0.53,-0.02
2184677997,-0.84,-0.54,-0.02
2184679992,-0.84,-0.54,-0.02
2184682061,-0.84,-0.54,-0.02
2184684033,-0.84,-0.54,-0.02
2184686017,-0.84,-0.54,-0.02
2184688012,-0.85,-0.54,-0.03
2184690012,-0.85,-0.54,-0.03
2184692021,-0.85,-0.54,-0.03
2184694011,-0.85,-0.54,-0.03
2184696014,-0.85,-0.54,-0.03
2184697987,-0.85,-0.53,-0.02
2184699986,-0.85,-0.53,-0.02
2184702096,-0.85,-0.53,-0.02
2184703990,-0.85,-0.53,-0.02
2184705991,-0.85,-0.53,-0.02
2184707990,-0.85,-0.53,-0.02
2184709992,-0.85,-0.54,-0.03
2184711990,-0.85,-0.54,-0.03
2184713987,-0.85,-0.54,-0.03
2184715984,-0.85,-0.54,-0.03
2184717987,-0.85,-0.54,-0.03
2184719989,-0.85,-0.54,-0.02
2184722021,-0.85,-0.54,-0.02
2184724010,-0.85,-0.54,-0.02
2184726106,-0.85,-0.54,-0.02
2184728019,-0.85,-0.54,-0.02
2184730014,-0.85,-0.53,-0.03
2184732016,-0.85,-0.53,-0.03
2184734009,-0.85,-0.53,-0.03
2184735991,-0.85,-0.53,-0.03
2184737990,-0.85,-0.53,-0.03
2184740038,-0.85,-0.53,-0.02
2184742004,-0.85,-0.53,-0.02
2184743991,-0.85,-0.53,-0.02
2184745990,-0.85,-0.53,-0.02
2184747986,-0.85,-0.53,-0.02
2184749990,-0.84,-0.54,-0.02
2184752093,-0.84,-0.54,-0.02
2184753990,-0.84,-0.54,-0.02
2184755984,-0.84,-0.54,-0.02
2184757992,-0.84,-0.54,-0.02
2184760015,-0.84,-0.53,-0.03
2184762029,-0.84,-0.53,-0.03
2184764011,-0.84,-0.53,-0.03
2184766015,-0.84,-0.53,-0.03
2184768031,-0.84,-0.53,-0.03
2184770045,-0.84,-0.53,-0.03
